SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR22-00844813,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,5/20/22 11:27,5/23/22 14:23,5/23/22 14:23,5101 W WRIGHTWOOD AVE,,,60639,5101,W,WRIGHTWOOD,AVE,FALSE,FALSE,,,19,31,,D016,2,25,2521,28,,11,6,5,1141914.314,1916806.345,41.92778997,-87.75394732,"(41.92778996819052, -87.75394731523029)"
SR22-00845756,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/20/22 13:09,7/1/22 9:39,7/1/22 9:39,6242 N CALIFORNIA AVE,,,60659,6242,N,CALIFORNIA,AVE,FALSE,FALSE,,,2,50,,I007,1,24,2413,26,,13,6,5,1156409.707,1941479.738,41.9952141,-87.70001189,"(41.99521409718013, -87.70001188574813)"
SR22-00785395,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/11/22 15:22,5/17/22 13:24,5/17/22 13:24,2101 E 71ST ST,,,60649,2101,E,71ST,ST,FALSE,FALSE,,,43,5,,V039,3,3,333,36,,15,4,5,1191420.842,1857875.44,41.76501912,-87.57394689,"(41.76501911596064, -87.57394688910479)"
SR22-00797545,Sewer Cleaning Inspection Request,CHECKFOR,Health,DWM - Department of Water Management,Completed,Phone Call,5/13/22 10:03,9/7/22 13:07,9/7/22 13:07,8036 S HARVARD AVE,,,60620,8036,S,HARVARD,AVE,FALSE,FALSE,,,44,17,,P041,2,6,623,39,,10,6,5,1175283.126,1851485.902,41.74786119,-87.63328642,"(41.74786118900654, -87.63328641850437)"
SR22-00800059,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,5/13/22 15:29,5/31/22 14:40,5/31/22 14:40,7601 S STATE ST,,,60619,7601,S,STATE,ST,FALSE,FALSE,,,69,6,,Q040,2,6,623,16,,15,6,5,1177722.643,1854530.538,41.75616122,-87.62425537,"(41.75616121706033, -87.62425536536564)"
SR22-00815376,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/16/22 13:55,8/25/22 14:57,8/25/22 14:57,7530 S STONY ISLAND AVE,,,60649,7530,S,STONY ISLAND,AVE,FALSE,FALSE,,,43,8,,T040,1,4,411,2,,13,2,5,1188090.093,1855268.229,41.75794474,-87.58623786,"(41.75794474091446, -87.58623785966469)"
SR22-00822362,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/17/22 12:36,7/1/22 8:40,7/1/22 8:40,7047 N CLARK ST,,,60626,7047,N,CLARK,ST,FALSE,FALSE,,,1,49,,L005,2,24,2423,3,,12,3,5,1163440.142,1947058.437,42.0103766,-87.67399247,"(42.01037659684468, -87.67399247126761)"
SR22-00827375,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/18/22 7:54,5/19/22 15:13,5/19/22 15:13,6235 W TOUHY AVE,,,60646,6235,W,TOUHY,AVE,FALSE,FALSE,,,12,41,,A005,2,16,1621,39,,7,4,5,1133717.323,1947308.154,42.01163793,-87.7833491,"(42.01163792479312, -87.78334909843991)"
SR22-00829518,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,5/18/22 11:47,6/14/22 9:30,6/14/22 9:30,2477 S ARCHER AVE,,,60616,2477,S,ARCHER,AVE,FALSE,FALSE,,,60,11,,O027,1,9,914,10,,11,4,5,1171565.281,1887625.537,41.84711446,-87.64585064,"(41.84711445834105, -87.64585064221731)"
SR22-00829634,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,5/18/22 11:58,7/28/22 8:58,7/28/22 8:58,7844 S JEFFERY BLVD,,,60649,7844,S,JEFFERY,BLVD,FALSE,FALSE,,,43,8,,U040,1,4,414,13,,11,4,5,1190790.911,1853142.619,41.75204709,-87.57640836,"(41.75204709300483, -87.57640836086746)"
SR22-00830263,Tree Debris Clean-Up Request,SEL,Health,Streets and Sanitation,Completed,E-Mail,5/18/22 13:07,5/23/22 13:57,5/23/22 13:57,7181 W IRVING PARK RD,,,60634,7181,W,IRVING PARK,RD,FALSE,FALSE,,,17,38,,Y112,3,16,1632,19,,13,4,5,1127338.568,1926217.685,41.9538736,-87.80729642,"(41.95387360384598, -87.80729641607972)"
SR22-00830486,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,5/18/22 13:28,6/2/22 7:50,6/2/22 7:50,6553 S DR MARTIN LUTHER KING JR DR,,,60637,6553,S,DR MARTIN LUTHER KING JR,DR,FALSE,FALSE,,,42,20,,R037,1,3,312,10,,13,4,5,1180063.081,1861434.683,41.77505366,-87.61546706,"(41.77505366136003, -87.61546705624549)"
SR22-00831600,Restaurant Complaint,HFB,Health,Health,Canceled,E-Mail,5/18/22 15:08,5/18/22 15:09,5/18/22 15:09,4910 W NORTH AVE,,,60639,4910,W,NORTH,AVE,FALSE,FALSE,,,25,37,,D018,3,25,2533,22,,15,4,5,1143123.615,1910322.435,41.90997493,-87.7496657,"(41.90997493049235, -87.7496657025985)"
SR22-00838321,Restaurant Complaint,HFB,Health,Health,Canceled,E-Mail,5/19/22 13:11,5/19/22 13:12,5/19/22 13:12,8325 W FOREST PRESERVE AVE,,,60634,8325,W,FOREST PRESERVE,AVE,FALSE,FALSE,,,76,38,,U114,3,16,1631,20,,13,5,5,1119500.44,1921262.344,41.94040391,-87.83621665,"(41.94040390585923, -87.8362166515863)"
SR22-00843062,Restaurant Complaint,HFB,Health,Health,Completed,Internet,5/20/22 8:23,5/26/22 10:41,5/26/22 10:41,36 W 95TH ST,,,60620,36,W,95TH,ST,TRUE,FALSE,,SR22-00828596,49,21,,P044,3,6,634,45,,8,6,5,1177459.163,1842053.718,41.72192923,-87.62559699,"(41.721929229266436, -87.62559698983479)"
SR22-00843512,No Building Permit and Construction Violation,BBD,Health,DOB - Buildings,Completed,Open311 Interface,5/20/22 9:16,6/29/22 15:44,6/29/22 15:44,430 S MICHIGAN AVE,,,60605,430,S,MICHIGAN,AVE,FALSE,FALSE,,,32,42,,Q023,1,1,113,33,,9,6,5,1177204.872,1898191.383,41.87598207,-87.6248336,"(41.87598207397081, -87.62483360148867)"
SR22-00876510,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/25/22 12:08,5/25/22 12:30,5/25/22 12:30,4570 N BROADWAY,,,60640,4570,N,BROADWAY,,FALSE,FALSE,,,3,46,,N011,1,19,1913,20,,12,4,5,1168118.862,1930511.075,41.96487008,-87.65725845,"(41.964870078705765, -87.65725844575982)"
SR22-00860061,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/23/22 10:18,7/1/22 8:42,7/1/22 8:42,1244 N DEARBORN ST,,,60610,1244,N,DEARBORN,ST,FALSE,FALSE,,,8,2,,P019,2,18,1824,36,,10,2,5,1175677.372,1908674.058,41.90478157,-87.63012655,"(41.90478156746172, -87.63012655031716)"
SR22-00860539,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/23/22 11:02,7/1/22 10:40,7/1/22 10:40,1101 S CANAL ST,,,60607,1101,S,CANAL,ST,FALSE,FALSE,,,28,25,,O024,2,1,124,27,,11,2,5,1173309.042,1895575.604,41.86889156,-87.63921523,"(41.868891554560165, -87.63921523178647)"
SR22-00860811,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/23/22 11:29,7/1/22 9:53,7/1/22 9:53,63 W GRAND AVE,,,60654,63,W,GRAND,AVE,FALSE,FALSE,,,8,42,,P021,3,18,1831,20,,11,2,5,1175615.243,1903805.994,41.89142475,-87.63050126,"(41.8914247495715, -87.63050125914495)"
SR22-00860870,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/23/22 11:35,8/17/22 10:50,8/17/22 10:50,444 W LAKE ST,,,60606,444,W,LAKE,ST,FALSE,FALSE,,,28,42,,O022,1,12,1214,18,,11,2,5,1173176.922,1901883.205,41.88620296,-87.63951308,"(41.88620295796458, -87.63951307831006)"
SR22-00863078,Water On Street Complaint,AAE,Health,DWM - Department of Water Management,Canceled,Phone Call,5/23/22 15:16,5/23/22 15:18,5/23/22 15:18,6019 S INDIANA AVE,,,60637,6019,S,INDIANA,AVE,FALSE,FALSE,,,40,20,,Q036,1,3,311,7,,15,2,5,1178826.427,1865050.994,41.78500542,-87.61989043,"(41.78500542216786, -87.61989043438845)"
SR22-00863112,Sewer Cleaning Inspection Request,CHECKFOR,Health,DWM - Department of Water Management,Completed,Phone Call,5/23/22 15:21,5/24/22 13:15,5/24/22 13:15,1840 S BLUE ISLAND AVE,,,60608,1840,S,BLUE ISLAND,AVE,TRUE,FALSE,,SR22-00718630,31,25,,M026,3,12,1233,7,,15,2,5,1167051.476,1891161.825,41.85691632,-87.66231478,"(41.856916315371464, -87.66231478321467)"
SR22-00863235,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,5/23/22 15:34,7/20/22 16:24,7/20/22 16:24,1205 N LA SALLE DR,,,60610,1205,N,LA SALLE,DR,FALSE,FALSE,,,8,2,,P019,2,18,1821,36,,15,2,5,1174925.236,1908414.522,41.90408628,-87.63289713,"(41.90408627463631, -87.63289712581712)"
SR22-00863258,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,5/23/22 15:37,5/24/22 11:11,5/24/22 11:11,2734 N KENMORE AVE,,,60614,2734,N,KENMORE,AVE,FALSE,FALSE,,,7,43,,N016,3,19,1935,2,,15,2,5,1168740.27,1918149.262,41.93093528,-87.65533324,"(41.930935275765286, -87.65533323672598)"
SR22-00863292,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,5/23/22 15:42,5/25/22 8:19,5/25/22 8:19,840 W JACKSON BLVD,,,60607,840,W,JACKSON,BLVD,FALSE,FALSE,,,28,25,,N023,3,12,1232,3,,15,2,5,1170675.972,1898858.992,41.87795943,-87.64878566,"(41.87795942815396, -87.6487856570547)"
SR22-00866589,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/24/22 7:50,7/1/22 10:44,7/1/22 10:44,5648 W CHICAGO AVE,,,60651,5648,W,CHICAGO,AVE,FALSE,FALSE,,,25,29,,B020,1,15,1511,5,,7,3,5,1138323.479,1904841.031,41.89502157,-87.76743254,"(41.89502157133536, -87.76743254449475)"
SR22-00866625,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/24/22 7:56,7/1/22 10:44,7/1/22 10:44,5648 W CHICAGO AVE,,,60651,5648,W,CHICAGO,AVE,TRUE,FALSE,,SR22-00866589,25,29,,B020,1,15,1511,5,,7,3,5,1138323.479,1904841.031,41.89502157,-87.76743254,"(41.89502157133536, -87.76743254449475)"
SR22-00867808,No Building Permit and Construction Violation,BBD,Health,DOB - Buildings,Completed,Phone Call,5/24/22 10:07,6/14/22 15:33,6/14/22 15:33,643 W 18TH ST,,,60616,643,W,18TH,ST,FALSE,FALSE,,,31,11,,O026,3,12,1235,38,,10,3,5,1172160.482,1891378.523,41.85739986,-87.64355564,"(41.85739985600909, -87.64355563532497)"
SR22-00870539,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,5/24/22 14:34,6/7/22 9:55,6/7/22 9:55,6108 N KEATING AVE,,,60646,6108,N,KEATING,AVE,FALSE,FALSE,,,12,39,,E007,1,17,1711,15,,14,3,5,1143531.284,1940126.49,41.99175228,-87.74741957,"(41.99175227910482, -87.7474195683569)"
SR22-00870752,Consumer Retail Business Complaint,CST,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,5/24/22 14:50,6/8/22 16:50,6/8/22 16:50,2101 W HOWARD ST,,,60645,2101,W,HOWARD,ST,FALSE,FALSE,,,1,49,,K004,2,24,2424,24,,14,3,5,1160835.072,1950252.742,42.01919651,-87.68348824,"(42.01919650644177, -87.68348824403267)"
SR22-00870847,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,5/24/22 14:58,5/25/22 10:30,5/25/22 10:30,1029 W WELLINGTON AVE,,,60657,1029,W,WELLINGTON,AVE,FALSE,FALSE,,,6,44,,N015,3,19,1933,27,,14,3,5,1168779.914,1920009.667,41.93603946,-87.65513347,"(41.93603945768024, -87.655133472064)"
SR22-00875463,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/25/22 10:27,10/6/22 8:14,10/6/22 8:14,8100 S STONY ISLAND AVE,,,60617,8100,S,STONY ISLAND,AVE,FALSE,FALSE,,,45,8,,T041,1,4,411,6,,10,4,5,1188075.88,1851482.2,41.74755586,-87.5864104,"(41.74755586123193, -87.58641040320241)"
SR22-00876478,Restaurant Complaint,HFB,Health,Health,Completed,Phone Call,5/25/22 12:05,8/11/22 16:50,8/11/22 16:50,2559 W DEVON AVE,,,60659,2559,W,DEVON,AVE,FALSE,FALSE,,,2,50,,J007,1,24,2413,30,,12,4,5,1157877.123,1942305.094,41.997449,-87.69459135,"(41.99744899852452, -87.69459134669744)"
SR22-00878223,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/25/22 14:58,7/1/22 10:05,7/1/22 10:05,7151 S WESTERN AVE,,,60636,7151,S,WESTERN,AVE,FALSE,FALSE,,,66,18,,K039,3,8,832,5,,14,4,5,1161731.793,1856991.801,41.76326201,-87.68279036,"(41.76326201323248, -87.68279036305378)"
SR22-00883173,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,5/26/22 10:51,5/31/22 8:25,5/31/22 8:25,427 E 87TH ST,,,60619,427,E,87TH,ST,TRUE,FALSE,,SR22-00872838,44,9,,R043,3,6,632,12,,10,5,5,1180734.011,1847320.146,41.73630644,-87.6134405,"(41.736306444327, -87.61344050389707)"
SR22-00889648,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/27/22 8:56,7/15/22 14:12,7/15/22 14:12,1028 N RUSH ST,,,60611,1028,N,RUSH,ST,FALSE,FALSE,,,8,42,,Q020,2,18,1824,24,,8,6,5,1176245.509,1907445.191,41.9013967,-87.62807675,"(41.90139670096365, -87.62807675092766)"
SR22-00889940,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,5/27/22 9:30,7/1/22 10:49,7/1/22 10:49,6560 S STONY ISLAND AVE,,,60637,6560,S,STONY ISLAND,AVE,FALSE,FALSE,,,42,5,,T037,2,3,321,5,,9,6,5,1188009.535,1861582.18,41.77527269,-87.58633213,"(41.77527269103967, -87.5863321278973)"
SR22-00910157,Restaurant Complaint,HFB,Health,Health,Canceled,E-Mail,5/31/22 8:18,5/31/22 8:19,5/31/22 8:19,1053 N CALIFORNIA AVE,,,60622,1053,N,CALIFORNIA,AVE,FALSE,FALSE,,,24,1,,J020,1,12,1211,18,,8,3,5,1157589.643,1907094.309,41.90083426,-87.69661113,"(41.90083426146633, -87.69661113258043)"
SR22-00910703,Consumer Retail Business Complaint,CST,Health,BACP - Business Affairs and Consumer Protection,Completed,E-Mail,5/31/22 9:18,6/8/22 10:00,6/8/22 10:00,4616 W DIVERSEY AVE,,,60639,4616,W,DIVERSEY,AVE,FALSE,FALSE,,,19,31,,E015,2,25,2521,30,,9,3,5,1145056.663,1918782.78,41.93315465,-87.7423502,"(41.93315464944239, -87.74235019625026)"
SR22-00913905,Blue Recycling Cart,SRRC,Health,Streets and Sanitation,Completed,Phone Call,5/31/22 14:49,10/17/22 8:19,10/17/22 8:19,7114 W FOSTER AVE,,,60656,7114,W,FOSTER,AVE,FALSE,FALSE,,,10,41,,Y109,1,16,1613,3,,14,3,5,1127796.769,1934186.852,41.97573414,-87.80543149,"(41.97573413469038, -87.80543148604602)"
SR22-00913948,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,5/31/22 14:53,5/31/22 16:33,5/31/22 16:33,1631 W NORTH SHORE AVE,,,60626,1631,W,NORTH SHORE,AVE,FALSE,FALSE,,,1,49,,L006,3,24,2432,4,,14,3,5,1164048.565,1944560.287,42.00350874,-87.67182489,"(42.00350873810815, -87.67182489004612)"
SR22-00913975,Sanitation Code Violation,SCB,Health,Streets and Sanitation,Completed,Phone Call,5/31/22 14:56,7/28/22 14:32,7/28/22 14:32,1449 N WIELAND ST,,,60610,1449,N,WIELAND,ST,FALSE,FALSE,,,8,27,,P019,2,18,1821,46,,14,3,5,1174224.458,1910226.011,41.90907276,-87.6354171,"(41.90907276193569, -87.63541709793553)"
SR22-00913988,Fly Dumping Complaint,SDR,Health,Streets and Sanitation,Completed,Phone Call,5/31/22 14:57,7/28/22 10:55,7/28/22 10:55,7830 S KIMBARK AVE,,,60619,7830,S,KIMBARK,AVE,TRUE,FALSE,,SR22-00897702,45,8,,T040,1,4,411,55,,14,3,5,1186169.918,1853181.274,41.75226348,-87.59334078,"(41.75226347648229, -87.59334077722163)"
SR22-00914014,Buildings - Plumbing Violation,BBC,Health,DOB - Buildings,Completed,Phone Call,5/31/22 15:00,8/6/22 10:45,8/6/22 10:45,102 W 103RD ST,,,60628,102,W,103RD,ST,TRUE,FALSE,,SR22-00818466,49,9,,P046,1,5,511,10,,15,3,5,1177355.741,1836752.19,41.70738345,-87.6261353,"(41.70738344709072, -87.62613530095625)"
SR22-00914039,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,5/31/22 15:03,6/1/22 9:20,6/1/22 9:20,2232 N LEAVITT ST,,,60647,2232,N,LEAVITT,ST,FALSE,FALSE,,,22,32,,K017,3,14,1432,16,,15,3,5,1161254.711,1914948.613,41.92231162,-87.68293031,"(41.92231162095714, -87.68293030604943)"
SR22-00936127,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,6/3/22 14:28,6/6/22 9:31,6/6/22 9:31,2814 N KEDZIE AVE,,,60618,2814,N,KEDZIE,AVE,FALSE,FALSE,,,21,35,,H015,1,14,1412,5,,14,6,6,1154480.176,1918624.444,41.93253669,-87.70772353,"(41.93253669174296, -87.70772352994153)"
SR22-00936431,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Open,Phone Call,6/3/22 14:59,6/6/22 12:30,,4806 N KENNETH AVE,,,60630,4806,N,KENNETH,AVE,FALSE,FALSE,,,14,39,,E010,1,17,1712,9,,14,6,6,1145817.801,1931622.656,41.96837393,-87.73922596,"(41.96837392468886, -87.73922595516494)"
SR22-00936633,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,6/3/22 15:23,6/6/22 9:56,6/6/22 9:56,4925 W CORNELIA AVE,,,60641,4925,W,CORNELIA,AVE,FALSE,FALSE,,,15,31,,D014,3,16,1634,12,,15,6,6,1142802.324,1922742.088,41.94406171,-87.7505359,"(41.94406171425858, -87.75053590342759)"
SR22-00950237,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/6/22 10:11,7/15/22 14:24,7/15/22 14:24,74 W ILLINOIS ST,,,60654,74,W,ILLINOIS,ST,FALSE,FALSE,,,8,42,,P021,3,18,1831,20,,10,2,6,1175505.929,1903599.6,41.89086085,-87.63090892,"(41.89086084944856, -87.63090891755014)"
SR22-00950393,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/6/22 10:24,10/14/22 12:42,10/14/22 12:42,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,10,2,6,,,,,
SR22-00959988,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/7/22 12:37,7/18/22 13:02,7/18/22 13:02,2425 E 79TH ST,,,60649,2425,E,79TH,ST,FALSE,FALSE,,,46,7,,W041,2,4,422,19,,12,3,6,1193805.184,1852920.92,41.75136543,-87.56536986,"(41.75136543374382, -87.56536985756901)"
SR22-00950760,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/6/22 10:54,7/18/22 9:44,7/18/22 9:44,3317 N HARLEM AVE,,,60634,3317,N,HARLEM,AVE,FALSE,FALSE,,,17,29,,Y114,3,16,1632,31,,10,2,6,1127553.844,1921288.617,41.94034403,-87.80661637,"(41.940344031369996, -87.80661637233875)"
SR22-00950792,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/6/22 10:57,7/1/22 10:50,7/1/22 10:50,4619 S KEDZIE AVE,,,60632,4619,S,KEDZIE,AVE,FALSE,FALSE,,,58,14,,I032,2,9,922,31,,10,2,6,1155903.013,1873755.308,41.80938249,-87.70370421,"(41.80938249174956, -87.7037042115535)"
SR22-00951575,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/6/22 11:58,8/11/22 8:06,8/11/22 8:06,630 S CLARK ST,,,60605,630,S,CLARK,ST,FALSE,FALSE,,,32,4,,P024,2,1,123,13,,11,2,6,1175534.818,1897406.718,41.87386657,-87.63098895,"(41.873866569441965, -87.63098895297121)"
SR22-00952574,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/6/22 13:26,7/15/22 14:27,7/15/22 14:27,1100 W GRANVILLE AVE,,,60660,1100,W,GRANVILLE,AVE,FALSE,FALSE,,,77,48,,N007,3,24,2433,27,,13,2,6,1167669.342,1941424.24,41.99482583,-87.65859514,"(41.994825827949285, -87.65859513452519)"
SR22-00957274,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/7/22 8:21,7/18/22 12:57,7/18/22 12:57,1959 W HOWARD ST,,,60626,1959,W,HOWARD,ST,FALSE,FALSE,,,1,49,,L004,2,24,2424,19,,8,3,6,1161807.642,1950261.037,42.01919895,-87.67990908,"(42.01919894834364, -87.67990907778186)"
SR22-00969082,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/8/22 13:34,8/26/22 8:46,8/26/22 8:46,857 W FULTON MARKET,,,60607,857,W,FULTON MARKET,,FALSE,FALSE,,,28,27,,N022,1,12,1214,45,,13,4,6,1170394.315,1902060.117,41.8867497,-87.6497262,"(41.88674969746795, -87.64972620280781)"
SR22-00969179,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/8/22 13:42,6/10/22 9:21,6/10/22 9:21,847 W FULTON MARKET,,,60607,847,W,FULTON MARKET,,FALSE,FALSE,,,28,27,,N022,1,12,1214,45,,13,4,6,1170499.44,1902062.754,41.88675464,-87.64934008,"(41.8867546352999, -87.64934008220365)"
SR22-00978687,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,6/9/22 16:10,6/10/22 7:27,6/10/22 7:27,5415 N ARTESIAN AVE,,,60625,5415,N,ARTESIAN,AVE,FALSE,FALSE,,,4,40,,J009,1,20,2011,20,,16,5,6,1159104.506,1935952.843,41.97999295,-87.69025173,"(41.97999294873877, -87.69025173059495)"
SR22-00978705,Sewer Cleaning Inspection Request,CHECKFOR,Health,DWM - Department of Water Management,Completed,Phone Call,6/9/22 16:14,6/15/22 10:00,6/15/22 10:00,3746 N LAKEWOOD AVE,,,60613,3746,N,LAKEWOOD,AVE,FALSE,FALSE,,,6,44,,M013,2,19,1923,32,,16,5,6,1166878.334,1925197.81,41.95031704,-87.66197258,"(41.95031703487675, -87.66197257778073)"
SR22-00978746,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,6/9/22 16:16,6/10/22 7:59,6/10/22 7:59,1167 N CLARK ST,,,60610,1167,N,CLARK,ST,FALSE,FALSE,,,8,2,,P020,2,18,1824,29,,16,5,6,1175330.935,1908301.153,41.90376608,-87.63141031,"(41.90376608447421, -87.6314103115402)"
SR22-00986963,Water On Street Complaint,AAE,Health,DWM - Department of Water Management,Completed,Phone Call,6/10/22 15:58,6/25/22 9:38,6/25/22 9:38,321 S PEORIA ST,,,60607,321,S,PEORIA,ST,FALSE,FALSE,,,28,25,,N023,3,12,1232,3,,15,6,6,1170526.702,1898665.478,41.87743168,-87.6493394,"(41.877431677548195, -87.6493393999973)"
SR22-00987018,Inspect Public Way Request,PBD,Health,CDOT - Department of Transportation,Completed,Phone Call,6/10/22 16:06,6/13/22 15:04,6/13/22 15:04,5032 S MICHIGAN AVE,,,60615,5032,S,MICHIGAN,AVE,FALSE,FALSE,,,38,3,,Q033,2,2,224,37,,16,6,6,1178003.509,1871540.863,41.80283295,-87.6227109,"(41.802832945580946, -87.62271089576467)"
SR22-01001592,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/13/22 10:49,7/19/22 9:03,7/19/22 9:03,4535 N LINCOLN AVE,,,60625,4535,N,LINCOLN,AVE,FALSE,FALSE,,,4,47,,K011,1,19,1911,42,,10,2,6,1160462.502,1930230.032,41.96426121,-87.68541671,"(41.96426120527547, -87.68541671154392)"
SR22-01005134,Sewer Cleaning Inspection Request,CHECKFOR,Health,DWM - Department of Water Management,Canceled,Phone Call,6/13/22 15:22,6/14/22 0:41,6/14/22 0:41,4900 N NATCHEZ AVE,,,60656,4900,N,NATCHEZ,AVE,FALSE,FALSE,,,10,45,,Z110,1,16,1613,47,,15,2,6,1132141.901,1932256.829,41.97036337,-87.78949756,"(41.97036337335019, -87.78949756349552)"
SR22-01005342,Business Complaints,RBL,Health,BACP - Business Affairs and Consumer Protection,Completed,Phone Call,6/13/22 15:38,6/28/22 14:55,6/28/22 14:55,5153 W NORTH AVE,,,60639,5153,W,NORTH,AVE,FALSE,FALSE,,,25,37,,D019,3,25,2533,31,,15,2,6,1141511.545,1910052.908,41.90926527,-87.75559454,"(41.90926526724205, -87.75559454141731)"
SR22-01012169,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/14/22 10:30,8/26/22 9:15,8/26/22 9:15,3343 W ADDISON ST,,,60618,3343,W,ADDISON,ST,FALSE,FALSE,,,21,35,,H014,3,17,1733,4,,10,3,6,1153268.617,1923725.412,41.94655831,-87.71204004,"(41.946558310725635, -87.71204003477983)"
SR22-01013884,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/14/22 12:54,8/11/22 8:05,8/11/22 8:05,2115 S STATE ST,,,60616,2115,S,STATE,ST,FALSE,FALSE,,,33,3,,Q026,3,1,131,3,,12,3,6,1176747.042,1890032.218,41.85360316,-87.62676113,"(41.85360315733045, -87.62676113247315)"
SR22-01014261,Restaurant Complaint,HFB,Health,Health,Completed,E-Mail,6/14/22 13:28,7/27/22 8:56,7/27/22 8:56,2315 W OGDEN AVE,,,60608,2315,W,OGDEN,AVE,FALSE,FALSE,,,28,28,,K025,3,12,1233,19,,13,3,6,1160847.906,1894089.1,41.86507983,-87.68500417,"(41.86507982984223, -87.68500417357411)"
SR22-01015610,Fly Dumping Complaint,SDR,Health,Streets and Sanitation,Completed,Phone Call,6/14/22 15:15,6/23/22 6:24,6/23/22 6:24,11909 S YALE AVE,,,60628,11909,S,YALE,AVE,TRUE,FALSE,,SR22-00987900,53,9,,P051,2,5,522,18,,15,3,6,1176765.307,1825912.482,41.67765097,-87.62862222,"(41.6776509705007, -87.62862222242988)"
SR22-01015904,Building Violation,BBA,Health,DOB - Buildings,Completed,Phone Call,6/14/22 15:43,6/28/22 12:30,6/28/22 12:30,2237 N LINCOLN AVE,,,60614,2237,N,LINCOLN,AVE,FALSE,FALSE,,,7,43,,O017,1,18,1812,29,,15,3,6,1171656.667,1915250.258,41.92291649,-87.64470171,"(41.9229164942987, -87.64470170606042)"
